Unique ID	Name	Pitch	Cost	Power	Defense	Health	Intelligence	Arcane	Types	Card Keywords	Abilities and Effects	Ability and Effect Keywords	Granted Keywords	Removed Keywords	Interacts with Keywords	Functional Text	Type Text	Card Played Horizontally	Blitz Legal	CC Legal	Commoner Legal	LL Legal
TKLO_AI_001	AI - Overclock Core	1	1			0			Mechanologist, Evo, Item, AI	Offensive Module	Action		Overpower			"Action - [1 Teklo Energy]: Your next attack action card this turn gains +2 Attack. If you have activated another AI Item this turn, it also gains Overpower."	Mechanologist Evo - Item - AI (Offensive Module)			Yes	Yes
TKLO_AI_002	AI - Predator Logic	1	2			1			Mechanologist, Evo, Item, AI	Modular, Combat Protocol	Reaction	Dominate, Go again			"Modular. Action - [0]: Equip this to another equipment zone. When your Mechanologist attack hits, you may banish an AI Item you control. If you do, that attack gains Dominate and Go again. Blade Break."	Mechanologist Evo - Item - AI (Combat Protocol)			Yes	Yes
TKLO_AI_003	AI - Singularity Cannon	1	2	6		0			Mechanologist, Legendary, Evo, Item, AI	Attack Construct	Action				"Legendary. Action - [2 Teklo Energy]: Attack. When this attacks, you may banish a Mechanologist card from your hand. If it's an Item or Action, this gains +X Attack, where X = that card's cost."	Mechanologist Legendary Evo - Item - AI (Attack Construct)			Yes	Yes
TKLO_AI_004	AI - Nemesis Driver	1	1			0			Mechanologist, Evo, Item, AI	Aggressor Unit	Action			Entropy	"Action - [1 Teklo Energy]: Until end of turn, your next attack action card gains 'When this hits, deal 1 damage to each opposing hero and ally.' If you control Entropy Engine, this deals 2 damage instead."	Mechanologist Evo - Item - AI (Aggressor Unit)			Yes	Yes
TKLO_NANO_001	Evo - Nanite Core Reactor	1	3		3	0			Mechanologist, Equipment, Chest, Evo, Nano	Battleworn	Action			Nanite	"Battleworn. Action - [1 Teklo Energy]: Gain 1 Nanite counter. Whenever you gain Teklo Energy, you may gain that much Nanite counters instead."	Mechanologist Equipment - Chest - Evo Nano			Yes	Yes
TKLO_NANO_002	Evo - NeuroWeave Visor	1	2		3	0			Mechanologist, Equipment, Head, Evo, Nano	Battleworn	Once per Turn Action		Draw		"If you have a base Head equipped, transform it into this, then equip this. Battleworn. Once per turn, when you play a Mechanologist action, you may spend 1 Nanite counter to draw a card."	Mechanologist Equipment - Head - Evo Nano			Yes	Yes
TKLO_NANO_003	Evo - Phage Arms	1	2		3	0			Mechanologist, Equipment, Arms, Evo, Nano	Battleworn	Action		Go again		"If you have a base Arms equipped, transform it into this, then equip this. Battleworn. Action - [1 Teklo Energy]: Your next attack this turn gains +1 [attack]. Go Again. When this defends, you may remove 1 Nanite counter to prevent 1 damage."	Mechanologist Equipment - Arms - Evo Nano			Yes	Yes
TKLO_NANO_004	Evo - Swarm-Forged Tower	1	2		3	0			Mechanologist, Equipment, Legs, Evo, Nano	Battleworn	Instant		Go again	Nanite	"If you have a base Legs equipped, transform it into this, then equip this. Battleworn. Instant - [1 Teklo Energy]: Create 1 Nanite counter. Once per turn, if you have 3 or more Nanite counters, your next attack gains 'Go again.'"	Mechanologist Equipment - Legs - Evo Nano			Yes	Yes
TKLO_NANO_005	Item - Nanite Forge	1	2			0			Mechanologist, Item, Nano		Action			Evo	"Action - [2 Teklo Energy]: Create 2 Nanite counters. If you control 3 or more Evos, instead create 3."	Mechanologist Item - Nano			Yes	Yes
TKLO_NANO_006	Item - Cloakfield Generator	1	1			0			Mechanologist, Item, Nano		Instant		Adaptive Defense, Arcane Barrier	Nanite	"Instant - [1 Teklo Energy]: Target equipment gains Adaptive Defense until end of turn. If you have 3 or more Nanite counters, it also gains Arcane Barrier 1."	Mechanologist Item - Nano			Yes	Yes
TKLO_NANO_007	Nanite Devastator	1	4	7	2	0			Mechanologist, Weapon, Gun, Nano	Two-handed, Evo	Action			Nanite	"If you have Teklo Leveler equipped, transform it into this, then equip this. Action - [2 Teklo Energy]: Attack. This attack cannot be redirected. When this attack hits, you may remove any number of Nanite counters. For each Nanite counter removed, this attack gains +1[attack] and the defending hero discards a card. If 4 or more Nanite counters were removed, after this attack resolves, destroy target non-legendary equipment the defending hero controls."	Mechanologist Weapon - Gun (2H) - Nano			Yes	Yes
TKLO_NANO_008	Self-Assembly Protocol	1	1		0	0			Mechanologist, Instant, Nano	Choose 2	Instant		Cost reduction, Go again		"Choose 2: • Search your inventory for a Proto or Nano Evo, reveal it, and equip it (Paying All Cost). • Put a Nanite counter on target Nano Evo • Your next Nano or AI Item costs 1 Teklo Energy less to activate this turn. • You may banish a Nano card from your graveyard; if you do, draw a card."	Mechanologist Instant - Nano			Yes	Yes
TKLO_NANO_009	Teklo Genesis Matrix	2	2		0	0			Mechanologist, Action, Nano	Legendary	Action		Action Point		"Legendary. If you control Nanite Core Reactor, gain 1 Action Point. Equip a Base Evo from your inventory paying all cost. If you control 3 or more Nano Items, create 3 Nanite counters. Then, you may search your inventory for a Proto or Nano Evo and equip it paying all cost."	Mechanologist Action - Nano			Yes	Yes
TKLO_QUANTUM_001	Evo - Quantum Processor	1	4		3	0			Mechanologist, Equipment, Chest, Evo, Quantum	Legendary, Teklovossen Specialization, Battleworn	Action		Quantum Charge, Go again		"Legendary - Teklovossen Specialization. If you have an Evo Steel Soul Processor equipped, transform it into this, then equip this. When this transforms, gain 1 Action Point. Whenever you gain Teklo Energy, you may put Quantum Charge on this. Action - [1 Teklo Energy]: Remove X Quantum Charge from this to do X damage to target Hero or Ally. Go Again. Battleworn."	Mechanologist Equipment - Chest - Evo Quantum			Yes	Yes
TKLO_QUANTUM_002	Evo - Quantum Nexus	1	4		3	0			Mechanologist, Equipment, Head, Evo, Quantum	Battleworn	Action		Collapse		"If you have a Base Head equipped, transform it into this, then equip this. Whenever you would draw a card, you may instead collapse (look at top 2 cards of your deck, choose 1 to draw, put the other on the bottom). At the start of your turn, if you control 3 or more Quantum Evos, gain 1 Teklo Energy. Battleworn."	Mechanologist Equipment - Head - Evo Quantum			Yes	Yes
TKLO_BIO_001	Proto Earth Base	1	2		0	0			Mechanologist, Earth, Equipment, Proto		Action			Life	"Action : [Cost 2]: Gain 1 Life."	Mechanologist Earth Equipment - Proto			Yes	Yes
TKLO_BIO_002	Evo Bio-Oaken Soul Head	1	2		1	0			Mechanologist, Earth, Equipment, Evo, Base, Head, Bio	Battleworn	When equipped		Symbiote	"When you equip this, create 1 Symbiote token. When this is put in your graveyard from anywhere, turn it face down. Battleworn."	Mechanologist Earth Equipment - Evo Base Head - Bio			Yes	Yes
TKLO_BIO_003	Evo Bio-Oaken Soul Chest	1	2		1	0			Mechanologist, Earth, Equipment, Evo, Base, Chest, Bio	Battleworn	When equipped		Symbiote	"When you equip this, create 1 Symbiote token. When this is put in your graveyard from anywhere, turn it face down. Battleworn."	Mechanologist Earth Equipment - Evo Base Chest - Bio			Yes	Yes
TKLO_BIO_004	Evo Bio-Oaken Soul Arms	1	2		1	0			Mechanologist, Earth, Equipment, Evo, Base, Arms, Bio	Battleworn	When equipped		Symbiote	"When you equip this, create 1 Symbiote token. When this is put in your graveyard from anywhere, turn it face down. Battleworn."	Mechanologist Earth Equipment - Evo Base Arms - Bio			Yes	Yes
TKLO_BIO_005	Evo Bio-Oaken Soul Legs	1	2		1	0			Mechanologist, Earth, Equipment, Evo, Base, Legs, Bio	Battleworn	When equipped		Symbiote	"When you equip this, create 1 Symbiote token. When this is put in your graveyard from anywhere, turn it face down. Battleworn."	Mechanologist Earth Equipment - Evo Base Legs - Bio			Yes	Yes
TKLO_BIO_006	Evo Bio-Weave Cortex	2	3		2	0			Mechanologist, Earth, Equipment, Head, Evo, Bio	Blade Break	Start of turn action			Life, Potion, Item	"If you have an Evo base Earth head equipped, transform it into this, then equip this. At the start of your turn, create 1 Symbiote token. Whenever you play a potion, or an item, gain 1 life. Blade Break."	Mechanologist Earth Equipment - Head - Evo Bio			Yes	Yes
TKLO_BIO_007	Evo Bio-Core Reactor	2	2		2	0			Mechanologist, Earth, Equipment, Chest, Evo, Bio	Blade Break	Action		Go again	Pitch, Symbiote	"If you have an Evo base Earth chest equipped, transform it into this, then equip this. Whenever a Symbiote token attaches to an Equipment or Ally you control, gain 1 Pitch. Action - [Tap]: Put a Symbiote token into play. Go Again. Blade Break."	Mechanologist Earth Equipment - Chest - Evo Bio			Yes	Yes
TKLO_BIO_008	Evo Bio-Tendrill Controller	1	2		2	0			Mechanologist, Equipment, Arms, Evo, Bio	Blade Break	Once each turn				"If you have an Evo base Earth Arms equipped, transform it into this, then equip this. Once each turn when you play a Mechanologist attack, you may destroy target Symbiote token you control. If you do, that attack gains +2 [attack]. Blade Break."	Mechanologist Equipment - Arms - Evo Bio			Yes	Yes
TKLO_BIO_009	Evo Bio-Root Tower	1	2		2	0			Mechanologist, Equipment, Legs, Evo, Bio	Blade Break	Whenever destroyed			Life, Symbiote	"If you have an Evo base Earth Legs equipped, transform it into this, then equip this. Whenever a Symbiote token you control is destroyed, gain 1 life. Blade Break."	Mechanologist Equipment - Legs - Evo Bio			Yes	Yes
TKLO_BIO_010	Cultivation Vat	2	1			0			Mechanologist, Earth, Item, Bio		Start of turn action		Life, Symbiote		"At the start of your turn, you may lose 1 life to create a Symbiote token if you control an Evo Bio."	Mechanologist Earth Item - Bio			Yes	Yes
TKLO_BIO_011	Symbiote Infiltrator	3	3			0			Mechanologist, Earth, Item, Bio		Attack reaction				"Attack reaction - [Tap]: Target Mechanologist attack gains 'When this attack hits, move a Symbiote token you control to target opponent Arsenal.'"	Mechanologist Earth Item - Bio			Yes	Yes
TKLO_BIO_012	Teklo Gene Infuser	1	1			0			Mechanologist, Earth, Item, Bio		Instant		Life, Symbiote		"Instant - [Tap] [cost 1]: Attach a Symbiote token to target Hero or Equipment. If you control Evo Bio-Weave Cortex, Gain 1 life."	Mechanologist Earth Item - Bio			Yes	Yes
TKLO_BIO_013	Incubation Chamber	1	3			0			Mechanologist, Earth, Item, Bio	Legendary	End of turn		Transform, Symbiote	"Legendary. At the End of your turn, you can put 4 Symbiote tokens under this and transform it into a Earth synaptic creature."	Mechanologist Earth Item - Bio			Yes	Yes
TKLO_BIO_014	Earth Synaptic Creature	0	0	3	0	6		0	Mechanologist, Earth, Ally, Bio, Creature		Action		Life, Decompose, Symbiote	"Action - [Tap]: Banish 1 Symbiote token under this to gain 2 life. Action : Attack Decompose - Banish 2 Earth cards and an action card from your graveyard: Create a Symbiote token. When this is put in your graveyard from anywhere, turn it face down."	Mechanologist Earth Ally - Bio - Creature			Yes	Yes
TKLO_BIO_015	Symbiote Injector	2	2			0			Mechanologist, Earth, Item, Bio		Static ability				"Symbiote who are attached on opposing Ally give them -1 attack and -1 life. Symbiote who are attached on your Ally give them +1 attack and +1 life."	Mechanologist Earth Item - Bio			Yes	Yes
TKLO_BIO_016	Mind Control Serum	3	3		3	0			Mechanologist, Earth, Action, Bio		Action		Control		"Gain control of target Ally who has a Symbiote token attached to it until end of your next turn."	Mechanologist Earth Action - Bio			Yes	Yes
TKLO_BIO_017	Bio-Infusion Chamber	0	3			0			Mechanologist, Earth, Weapon, Chamber	Legendary, Teklovossen Specialization	Action		Go again, Earth Talent, Symbiote	"Legendary - Teklovossen Specialization. If your hero is a Mechanologist, it gains Earth talent. Action - [3], [Tap]: Create a Symbiote token. If you control 3 or more Bio Items, instead create 2. If you control 4: Go Again."	Mechanologist Earth Weapon - Chamber Legendary			Yes	Yes
TKLO_BIO_018	Potion of Symbiosis	1	2			0			Mechanologist, Earth, Item, Bio		Action		Destroy, Symbiote	"Action - Destroy this Item: Attach 2 Symbiotes tokens you control to target Equipment you control."	Mechanologist Earth Item - Bio			Yes	Yes
TKLO_BIO_019	Master Biomancer	1	3		3	0			Mechanologist, Earth, Action, Construct	Legendary, Teklovossen Specialization	Action		Go again, Transform, Decompose	"Legendary - Teklovossen Specialization. Transform your hero, 4 Bio Evos and your weapon into Teklovossen, the Bio-Ascendant. Decompose - When you play this cards you may banish 2 Earth cards and an action card from your graveyard. If you do, Create 3 Symbiotes tokens. Go Again."	Mechanologist Earth action - Construct			Yes	Yes
TKLO_BIO_020	Teklovossen, the Bio-Ascendant	0	0	4	4	0	4	0	Mechanologist, Earth, Demi-Hero, Equipment, Evo	Battleworn	Action		Decompose, Symbiote, Life	"Your Mechanologist attacks gain 'When this attack hits, create a Symbiote token.' Action - [Tap]: [pitch cost 3] Banish 2 cards from your Hero soul. Attack. This counts as 4 Evos. Decompose - When you Attack with Teklovossen, the Bio-Ascendant, you may banish 2 Earth cards and an action card from your graveyard. If you do, Gain 3 life. Battleworn."	Mechanologist Earth Demi-Hero - Equipment - Evo			Yes	Yes
TKLO_BIO_021	Symbiotic Strike	1	6	6	3	0			Mechanologist, Earth, Attack, Action	Scaling	When hits		Overpower, Cost reduction, Symbiote	"If you have 1 or more Evo Bio equipped, this gets 'When this hits a hero, create a Symbiote token.' - 2 or more, this cost 3 less to play. - 3 or more, this attack gains Overpower. - 4 or more, this gets +3 attack."	Mechanologist Earth Attack Action			Yes	Yes
TKLO_BIO_022	Viral Eruption	2	6	6	3	0			Mechanologist, Earth, Attack, Action	Scaling	When hits		Overpower, Cost reduction, Symbiote	"If you have 1 or more Evo Bio equipped, this gets 'When this hits a hero, attach target Symbiote token you control to target opposing Ally or Equipment.' - 2 or more, this cost 3 less to play. - 3 or more, this attack gains Overpower. - 4 or more, this gets +3 attack."	Mechanologist Earth Attack Action			Yes	Yes
TKLO_BIO_023	Symbiotic Behemoth	3	7	6	3	0			Mechanologist, Earth, Attack, Action	Scaling	When hits		Overpower, Cost reduction, Life Loss	"If you have 1 or more Evo Bio equipped, this gets 'When this hits, they lose 1 life for each Symbiote token you control.' - 2 or more, this cost 3 less to play. - 3 or more, this attack gains Overpower. - 4 or more, this gets +3 attack."	Mechanologist Earth Attack Action			Yes	Yes
